Área Carrera Genérica,Área,tipos_institucion,n_tipos_institucion,1er año,2° año,3er año,4° año,5° año,10% inferior 1er año,25% inferior 1er año,Percentil 50 1er año,25% superior 1er año,10% superior 1er año,10% inferior 5° año,25% inferior 5° año,Percentil 50 5° año,25% superior 5° año,10% superior 5° año,Empleabilidad 1er año - 2020,Empleabilidad 1er año - 2021,Empleabilidad 1er año - 2022,Empleabilidad 1er año - 2023,Empleabilidad 1er año - 2024,Empleabilidad 2° año - 2020,Empleabilidad 2° año - 2021,Empleabilidad 2° año - 2022,Empleabilidad 2° año - 2023,Empleabilidad 2° año - 2024,Empleabilidad 1er año,Empleabilidad 2° año,Duración Formal,Duración Real,Retención 1er año,Retención 2° año,Titulados Mujeres,Titulados Hombres,Titulados Total,Matrícula 1er año Mujeres,Matrícula 1er año Hombres,Total Matrícula 1er año,Matrícula Total Mujeres,Matrícula Total Hombres,Matrícula Total,arancel_valor,titulacion_valor,puntaje_corte_paes,vacantes_total,vacantes_presencial,matricula_1er_total,matricula_1er_presencial,pct_matricula_distancia,prop_programas_acreditados,n_programas,n_instituciones,carrera_tipo,ingreso_4to_anio_valor,brecha_duracion,costo_total_carrera,anios_recuperar_inversion
Ingeniería Civil en Minas,Tecnología,Universidades,1,2274422.55,2599118.99,2803526.14,3432022.19,4230974.53,714172.4,1008888.02,1616794.1400000001,2755216.02,4671038.79,1305668.09,1928656.75,2816808.24,4579345.13,7605400.75,0.68,0.7599999999999999,0.83,0.8200000000000001,0.81,0.85,0.89,0.9100000000000001,0.89,0.89,0.8200000000000001,0.9,11.14,15.71,0.77,0.65,165.0,515.0,680.0,571.0,1111.0,1682.0,1906.0,4463.0,6369.0,5930158.386729858,214976.90426540285,665.4847035362935,1991,1771,1501,1501,0.09620853080568725,1.0,27,18,Ingeniería Civil en Minas,3432022.19,4.57,33245959.118350714,0.8
Ingeniería Civil en Obras Civiles,Tecnología,Universidades,1,1554958.75,1735752.68,1831857.78,2110461.65,2323638.47,696848.6,984267.26,1315191.48,1818082.82,2661973.27,988230.0200000001,1571164.02,2066422.0400000003,2690650.72,3240642.01,0.72,0.86,0.89,0.86,0.81,0.91,0.9,0.9399999999999998,0.91,0.89,0.85,0.91,11.16,15.12,0.77,0.67,152.0,407.0,559.0,195.0,514.0,709.0,734.0,2230.0,2964.0,6615968.769716089,287709.81433077966,658.9044488579941,797,797,627,627,0.0,1.0,15,12,Ingeniería Civil en Obras Civiles,2110461.65,3.959999999999999,37204815.54934655,1.5
"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",Tecnología,Universidades,1,1492102.16,1766889.18,2035209.49,2260842.01,2522741.14,742660.13,999894.45,1340063.02,1680226.5,2015338.5399999998,1176349.44,1663434.32,2235764.79,2895326.88,3672555.3999999994,0.78,0.82,0.91,0.86,0.81,0.91,0.92,0.91,0.93,0.9000000000000001,0.86,0.91,11.54,15.62,0.87,0.79,222.0,555.0,777.0,1502.0,3714.0,5216.0,5409.0,13412.0,18821.0,8456781.347713731,36863.530902304214,818.9719415845198,4618,4618,4949,4949,0.0,1.0,35,24,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",2260842.01,4.08,48832491.90721053,1.8
Ingeniería Comercial,Administración y Comercio,Universidades,1,1608643.27,1813620.52,2004606.89,2203057.25,2382233.47,690541.28,919124.88,1317859.67,1851829.54,2635132.58,881695.59,1337997.33,2008881.24,2901526.41,4049238.05,0.73,0.8,0.85,0.82,0.79,0.83,0.86,0.89,0.87,0.86,0.82,0.88,9.98,12.29,0.83,0.75,3506.0,4280.0,7786.0,4159.0,5844.0,10003.0,19708.0,27399.0,47107.0,6796549.039813419,170893.7855729363,694.253686901477,12779,10588,9872,9606,0.07691764040708626,1.0,136,49,Ingeniería Comercial,2203057.25,2.3099999999999987,34085673.4942419,1.3
Ingeniería Forestal,Agropecuaria,Universidades,1,1216331.34,1338310.21,1552209.42,1642011.5,1826234.79,732412.74,928309.18,1117589.63,1456360.51,1671892.44,937560.13,1060957.37,1453460.64,2007915.65,2364178.34,0.63,0.83,0.81,0.88,0.84,0.81,0.79,0.98,0.86,0.86,0.85,0.89,10.0,13.56,0.8,0.64,61.0,62.0,123.0,47.0,72.0,119.0,263.0,305.0,568.0,6765620.615702479,107098.34710743802,662.85,125,125,119,119,0.0,1.0,3,3,Ingeniería Forestal,1642011.5,3.5600000000000005,33935201.42561983,1.7
Ingeniería Industrial,Tecnología,Institutos Profesionales / Universidades,2,2479662.749621543,2537920.616226346,2531870.163176856,2593745.599905385,2568375.878053129,898876.542874818,1281490.7254548764,1957617.9432241633,3094179.220855167,5301724.616513829,905321.780363901,1433601.3926419213,2161845.9038500725,3382078.583362445,5229176.960196507,0.8357459970887919,0.8924963609898108,0.8959970887918486,0.9094978165938865,0.9059970887918487,0.8832496360989811,0.9029985443959243,0.9062481804949053,0.9127474526928675,0.9162481804949053,0.9027474526928675,0.9094978165938865,8.297016011644832,11.649363173216885,0.68,0.546750363901019,546.0,2202.0,2748.0,923.0,3905.0,4828.0,3586.0,16786.0,20372.0,3287474.072140957,127985.05263741135,686.0620512820512,8851,2498,4632,1722,0.6338098404255319,1.0,156,30,Ingeniería Industrial,2593745.599905385,3.3523471615720535,13766097.55984779,0.4
Ingeniería Marina y Marítimo Portuaria,Tecnología,Universidades,1,1730390.19,2195523.31,2388674.36,2473743.63,2676463.15,635890.7,810162.28,1101452.97,1944572.4799999997,3167528.48,1080585.07,1844646.75,2682979.47,3178453.27,4586226.37,,,,,,,,,,,0.79,0.9000000000000001,8.0,12.45,0.84,0.73,16.0,63.0,79.0,42.0,115.0,157.0,104.0,479.0,583.0,4118528.6103542233,244695.3910081744,622.466346483705,273,273,206,206,0.0,1.0,5,3,Ingeniería Marina y Marítimo Portuaria,2473743.63,4.449999999999999,16718809.832425067,0.6
Ingeniería Mecánica,Tecnología,Institutos Profesionales / Universidades,2,1415757.8808000002,1556935.6824,1745162.3408,1919756.9512,2082901.1756,687490.3059999999,893788.4639999999,1189451.1543999999,1646085.4936,2431019.6424000002,849859.2792,1188754.79,1716464.8480000002,2426279.6256,3727735.5675999997,0.7748,0.8675999999999999,0.8832000000000001,0.8472,0.826,0.8004,0.8815999999999999,0.9188000000000001,0.8776,0.8944000000000001,0.856,0.896,8.1652,12.3044,0.7628,0.6792,63.0,912.0,975.0,35.0,271.0,306.0,84.0,1334.0,1418.0,4497908.7747957995,252370.23337222871,657.1913888888888,440,440,306,306,0.0,1.0,13,7,Ingeniería Mecánica,1919756.9512,4.139199999999999,18615532.597353563,0.8
Ingeniería en Alimentos,Tecnología,Universidades,1,1154875.23,1335982.01,1472293.45,1480333.45,1540420.95,589416.28,734825.52,891076.78,1177808.86,1451578.46,855831.7399999999,1193007.8,1483281.65,2008489.6600000001,2609172.72,0.7,0.78,0.79,0.7600000000000001,0.69,0.73,0.84,0.86,0.82,0.75,0.7399999999999999,0.81,10.51,14.589999999999998,0.72,0.59,69.0,38.0,107.0,81.0,52.0,133.0,474.0,266.0,740.0,5387114.800759014,281580.6451612903,651.775137254902,234,234,133,133,0.0,1.0,8,7,Ingeniería en Alimentos,1480333.45,4.079999999999998,28590868.923149906,1.6
"Ingeniería en Automatización, Instrumentación y Control",Tecnología,Institutos Profesionales / Universidades,2,1845569.8965413535,2138578.342932331,2796237.7110526315,2785318.6073684213,2511179.393233083,755091.6840601503,1008987.1593233083,1370202.3946616543,2041216.604887218,3699484.7579699247,1110521.1985714284,1361429.0803007516,2491657.007518797,3788125.335263158,4792676.073684211,0.9190225563909773,0.8776691729323308,0.9583458646616541,0.8930075187969925,0.9053383458646617,0.9023308270676692,0.9766917293233082,0.9199999999999999,0.9606766917293231,0.9046616541353384,0.9076691729323307,0.9223308270676692,8.0,10.801203007518797,0.7456390977443609,0.6196240601503759,64.0,867.0,931.0,174.0,1382.0,1556.0,529.0,5541.0,6070.0,3109022.03116604,102979.67042808526,664.18,2282,1016,1516,706,0.4567436861902203,1.0,64,11,"Ingeniería en Automatización, Instrumentación y Control",2785318.6073684213,2.8012030075187972,12539067.795092246,0.4
Ingeniería en Biotecnología y Bioingeniería,Tecnología,Universidades,1,932698.55,1083749.61,1227459.01,1336459.82,1484242.07,557920.92,662753.99,838715.24,1076934.59,1324728.33,801436.02,966500.8,1247506.2,1869081.2600000002,2345017.78,0.54,0.56,0.73,0.65,0.56,0.69,0.74,0.66,0.71,0.68,0.63,0.68,9.92,13.54,0.8299999999999998,0.76,179.0,152.0,331.0,279.0,186.0,465.0,1220.0,1029.0,2249.0,6229744.155879672,135560.34639927073,715.9022413793103,580,580,465,465,0.0,1.0,15,10,Ingeniería en Biotecnología y Bioingeniería,1336459.82,3.619999999999999,31035091.35956244,1.9
Ingeniería en Comercio Exterior,Administración y Comercio,Institutos Profesionales / Universidades,2,1179509.3903269449,1300129.556527621,1433844.434239008,1563808.6813979708,1792448.3000901917,650640.2824126268,771751.5361330326,982717.662390079,1297520.1387936866,1738086.3807328073,750519.9268658399,986813.5249267193,1421272.400248027,2041498.855028185,2816601.607576099,0.7302818489289741,0.7794363021420518,0.8413077790304397,0.8415896279594137,0.7713077790304398,0.7886922209695604,0.8815896279594138,0.8842051860202932,0.8571025930101466,0.8300000000000001,0.8171025930101465,0.8571025930101466,8.55891770011274,10.90847801578354,0.8071025930101466,0.6786922209695603,522.0,365.0,887.0,1434.0,783.0,2217.0,3816.0,2446.0,6262.0,3402598.43328841,76428.1334231806,635.4154625905069,3232,2555,2168,1729,0.18985849056603776,1.0,58,13,Ingeniería en Comercio Exterior,1563808.6813979708,2.3495603156708,14637708.111947207,0.8
Ingeniería en Computación e Informática,Tecnología,Institutos Profesionales / Universidades,2,1487191.2358231174,1678705.6083917106,1875725.6653619383,2048729.603864565,2187963.9121978986,654302.3829305313,830600.4500350262,1158646.1382953883,1772761.1092352597,2710107.41966725,930043.8862142441,1299869.3614477525,1935576.6646293055,2698275.722291302,3664288.993210742,0.8329889083479275,0.8400000000000001,0.8664944541739638,0.83,0.7705166374781086,0.8794833625218913,0.8900000000000001,0.92,0.9,0.8664944541739638,0.8235055458260362,0.8964944541739639,8.136199649737303,10.75029772329247,0.7835055458260362,0.6705166374781086,426.0,3000.0,3426.0,1384.0,7606.0,8990.0,4649.0,29784.0,34434.0,3485013.6484632967,58635.583693167384,657.1981442411195,11618,8188,8689,7284,0.15382905765811528,1.0,224,37,Ingeniería en Computación e Informática,2048729.603864565,2.6140980735551658,14236018.996671565,0.6
Ingeniería en Conectividad y Redes,Tecnología,Institutos Profesionales,1,1320656.07,1432819.16,1528800.8600000003,1787439.51,1942905.6900000002,677003.96,797783.5299999999,1032110.1,1630449.75,2538369.39,816616.77,1159588.22,1582229.4800000002,2265550.96,2900725.49,0.85,0.89,0.86,0.88,0.8399999999999999,0.9,0.9,0.94,0.9,0.9100000000000001,0.86,0.9100000000000001,8.01,9.76,0.71,0.6,64.0,641.0,705.0,260.0,1692.0,1952.0,653.0,5284.0,5937.0,2880212.263904035,110649.40458015267,,2869,1419,1930,1128,0.6261723009814613,1.0,91,14,Ingeniería en Conectividad y Redes,1787439.51,1.75,11645899.521515815,0.5
Ingeniería en Construcción,Tecnología,Institutos Profesionales / Universidades,2,1166411.3717647057,1303935.052755418,1405901.0322291022,1550072.4101547988,1661253.4983281735,593164.2968421052,733342.0220433436,976639.5352631578,1320278.341517028,1875835.614241486,731196.6243653251,1016639.6499690401,1461696.2629721363,1960894.368482972,2524496.3241795665,0.6453250773993808,0.7656037151702786,0.7653250773993807,0.7153250773993809,0.7006501547987616,0.7402786377708979,0.8055108359133127,0.8253250773993809,0.7753250773993808,0.7655108359133127,0.7254179566563468,0.7854179566563467,8.958173374613002,12.227089783281734,0.77,0.6499071207430341,558.0,2026.0,2584.0,461.0,1980.0,2441.0,2287.0,9833.0,12120.0,3756980.483970295,114967.52698786452,589.3670883392227,4405,3430,2441,2441,0.018112660749864173,1.0,81,23,Ingeniería en Construcción,1550072.4101547988,3.2689164086687317,16942808.79720955,0.9
Ingeniería en Control de Gestión,Administración y Comercio,Universidades,1,1524645.6,1686782.6299999997,1850387.2999999998,2063776.9500000002,2330320.55,713944.44,956449.46,1325890.42,1796031.6499999997,2469239.1,1025981.96,1402251.32,1921255.58,2730353.19,3426253.5199999996,0.8700000000000001,0.8600000000000001,0.8999999999999999,0.8799999999999999,0.8500000000000001,0.8999999999999999,0.91,0.8999999999999999,0.92,0.8899999999999999,0.8700000000000001,0.91,9.87,11.89,0.83,0.74,367.0,294.0,661.0,497.0,501.0,998.0,2144.0,2071.0,4215.0,5093280.604589585,211891.7552956752,676.7734781315083,1665,966,1222,975,0.18005295675198585,1.0,31,17,Ingeniería en Control de Gestión,2063776.9500000002,2.0200000000000014,25347231.538945276,1.0
Ingeniería en Electricidad,Tecnología,Institutos Profesionales / Universidades,2,1498668.6456225764,1598679.3398448944,1706197.0563507108,1871112.7171607064,2039920.3770012928,714704.2667384747,908368.3504911676,1257714.923153813,1820179.4812839292,2782878.5938776387,925065.5423782852,1265204.0673028864,1719405.6165187417,2417283.365557949,3484154.6165230502,0.7493278759155536,0.833059026281775,0.8718655751831107,0.8618655751831108,0.8537311503662215,0.8537311503662215,0.8574623007324429,0.9037311503662214,0.9081344248168893,0.8837311503662214,0.8618655751831108,0.8918655751831107,8.097009909521757,11.226161137440757,0.7482852218871177,0.6338819474364499,100.0,2221.0,2321.0,314.0,3912.0,4226.0,972.0,16335.0,17307.0,3095451.9052954996,83792.36496174468,653.0582456140352,5320,3626,4205,3635,0.20007229351165734,1.0,135,16,Ingeniería en Electricidad,1871112.7171607064,3.1291512279189995,12615744.740774577,0.6
Ingeniería en Electrónica,Tecnología,Universidades,1,1317741.89,1477309.0,1755056.0,1852042.15,1924353.88,594721.68,883077.16,1190992.7,1795788.65,2268983.93,957047.03,1230611.34,1923964.64,2450172.62,4231432.6,0.77,0.88,0.85,0.83,0.77,0.78,0.86,0.93,0.81,0.89,0.82,0.87,8.76,14.81,0.54,0.48,8.0,55.0,63.0,11.0,70.0,81.0,22.0,228.0,250.0,4070603.696098563,24601.23203285421,632.0647826086955,148,148,163,163,0.0,1.0,5,3,Ingeniería en Electrónica,1852042.15,6.050000000000001,17853845.42094456,0.8
Ingeniería en Finanzas,Administración y Comercio,Institutos Profesionales,1,1296692.34,1483552.8,1550596.96,1634436.67,1706882.96,611187.26,726012.58,969659.56,1374910.29,1944199.36,791250.0,1146280.62,1659672.28,2048111.24,2501315.5,0.78,0.74,0.87,0.78,0.75,0.83,0.86,0.83,0.86,0.8,0.78,0.83,8.22,9.83,0.77,0.67,762.0,424.0,1186.0,734.0,596.0,1330.0,2840.0,2349.0,5189.0,3119204.650615418,21038.15590585187,,1616,1296,1307,1120,0.09609155689915783,1.0,44,8,Ingeniería en Finanzas,1634436.67,1.6099999999999994,12840969.26993522,0.7
Ingeniería en Geomensura y Cartografía,Ciencias Básicas,Institutos Profesionales / Universidades,2,1383131.0162585033,1474383.9043537416,1658107.7749659866,1818124.1331972787,1897206.6594557823,662335.099659864,865173.2485714285,1255374.7346938776,1853954.7438095235,2605090.513537415,918489.036122449,1327485.6131292516,1733557.3912244898,2073383.6729931973,2636953.7046938776,0.7444897959183673,0.8186394557823129,0.878639455782313,0.783469387755102,0.8538095238095238,0.7727891156462585,0.904829931972789,0.8893197278911565,0.8696598639455783,0.8586394557823129,0.8386394557823129,0.8741496598639455,8.584421768707484,13.524149659863946,0.6882993197278912,0.5462585034013605,97.0,197.0,294.0,26.0,127.0,153.0,292.0,1284.0,1576.0,3128973.3466533464,181320.6793206793,,512,470,144,144,0.0,1.0,14,8,Ingeniería en Geomensura y Cartografía,1818124.1331972787,4.939727891156462,13611534.134678928,0.6
Ingeniería en Gestión Pública,Ciencias Sociales,Institutos Profesionales / Universidades,2,1525814.799402985,1646065.0095820897,1688989.7681791047,1784535.2186865672,1840531.9271044778,821936.9417313434,1012230.7674925374,1374828.9945671645,1801098.9428656716,2518362.1788656716,885493.211761194,1317482.9030149253,1642568.0192835822,2132756.34080597,2765741.744328358,0.9172537313432835,0.8947164179104479,0.93,0.9190149253731343,0.9109850746268657,0.9209850746268656,0.9509850746268657,0.943731343283582,0.9554925373134328,0.9292238805970148,0.9199999999999999,0.943731343283582,8.0,9.81644776119403,0.62,0.5194328358208955,230.0,105.0,335.0,134.0,86.0,220.0,839.0,430.0,1269.0,2159162.31441048,107933.40611353712,,752,47,220,25,0.9006550218340611,1.0,11,3,Ingeniería en Gestión Pública,1784535.2186865672,1.8164477611940306,8744582.663755458,0.4
Ingeniería en Logística,Administración y Comercio,Institutos Profesionales / Universidades,2,1484978.2182210078,1589017.2004675167,1765503.1333636916,1811303.8012811171,1843556.3977595628,736094.4848148149,948713.5690710383,1267428.0946873103,1777177.4572009717,2517074.83062538,878232.5543897996,1123444.2654219794,1642141.2369581056,2258104.419599272,2967339.253084396,0.8383302975106254,0.8804128718882817,0.926247723132969,0.8708257437765633,0.8433211900425015,0.8883302975106253,0.9045780206435944,0.9224954462659382,0.9141651487553127,0.8845780206435945,0.8729083181542197,0.9004128718882818,8.02,9.57,0.79,0.6054401942926534,663.0,984.0,1647.0,1502.0,1956.0,3458.0,5454.0,7584.0,13038.0,2921914.31623045,85324.67283753591,,4428,2866,3403,2358,0.303303542930099,1.0,125,19,Ingeniería en Logística,1811303.8012811171,1.5500000000000007,11802201.08092164,0.5
Ingeniería en Marketing,Administración y Comercio,Institutos Profesionales,1,995843.99,1112057.01,1258804.35,1401677.53,1570123.41,571079.32,651734.6,823136.06,1063888.81,1468441.05,659810.1,890866.66,1194608.5,1743474.76,2474365.57,0.57,0.63,0.67,0.61,0.58,0.71,0.7,0.78,0.73,0.69,0.62,0.73,8.0,9.45,0.78,0.63,320.0,255.0,575.0,1044.0,713.0,1757.0,2704.0,2047.0,4751.0,3069646.6252909233,25459.529350918023,,2257,1475,1714,1257,0.22342901474010857,1.0,37,8,Ingeniería en Marketing,1401677.53,1.4499999999999993,12304046.03051461,0.7
Ingeniería en Matemática y Estadística,Ciencias Básicas,Universidades,1,1593843.29,1855718.55,2219664.17,2397935.02,2489711.14,1175397.92,1336634.62,1570390.36,1818158.8699999999,2206833.88,936869.1,1857431.5900000003,2358115.65,2833828.12,3276632.72,,,,,,,,,,,0.9,0.9299999999999999,10.46,13.450000000000001,0.67,0.52,25.0,56.0,81.0,63.0,137.0,200.0,300.0,565.0,865.0,4594248.168,245197.51111111112,744.3038223938224,903,265,392,199,0.4222222222222223,1.0,30,15,Ingeniería en Matemática y Estadística,2397935.02,2.99,24273115.42975111,0.8
Ingeniería en Mecánica Automotriz,Tecnología,Institutos Profesionales,1,1133956.45,1274048.46,1388268.45,1499060.51,1584961.95,606006.24,732462.41,969115.79,1310830.47,1739794.8699999999,704120.54,963505.92,1354409.44,1851901.2,2447794.56,0.67,0.71,0.82,0.8,0.77,0.75,0.77,0.85,0.8399999999999999,0.83,0.8,0.8399999999999999,8.0,10.64,0.83,0.71,105.0,2696.0,2801.0,390.0,5284.0,5674.0,1303.0,20767.0,22070.0,3227681.311109042,10700.71701275724,,5925,5800,5674,5674,0.00898593910047496,1.0,108,6,Ingeniería en Mecánica Automotriz,1499060.51,2.6400000000000006,12921425.961448925,0.7
Ingeniería en Medio Ambiente,Tecnología,Institutos Profesionales / Universidades,2,999787.0089671361,1179469.1279812208,1329871.2312910797,1470731.3788028168,1648953.5232394366,619859.5025821596,766876.0985680751,976687.9726291081,1187021.3545774648,1575002.1537558686,843028.682910798,1120958.4000938968,1507346.1211502345,1829222.5863849765,2388467.248333333,0.45725352112676054,0.6647652582159624,0.6907746478873239,0.7302582159624412,0.6132629107981221,0.7062676056338029,0.7102582159624414,0.8372535211267604,0.8047652582159625,0.793262910798122,0.6747652582159624,0.8075117370892019,9.121478873239436,12.248450704225352,0.8230046948356808,0.7257511737089201,248.0,178.0,426.0,164.0,147.0,311.0,1079.0,920.0,1999.0,5287177.871545929,102615.25914861837,627.9751020408163,479,479,253,253,0.0,1.0,16,11,Ingeniería en Medio Ambiente,1470731.3788028168,3.126971830985916,24216055.88633124,1.4
Ingeniería en Metalurgia,Tecnología,Institutos Profesionales / Universidades,2,1583219.2977372261,1792055.9129197083,1816657.912116788,2171617.269051095,2300618.818759124,656236.3310218977,805947.4795620437,1157578.52729927,1783318.8218248175,3504353.699124088,829718.4046715328,1213390.8308029196,1791879.6667883212,2750028.232919708,4109576.028905109,0.7075912408759124,0.7438686131386861,0.7673722627737226,0.8548175182481751,0.7748175182481752,0.8214598540145985,0.8044525547445255,0.8509489051094892,0.8631386861313869,0.8879562043795621,0.8031386861313868,0.8748175182481752,8.031313868613138,11.497007299270072,0.7014598540145985,0.5994160583941606,61.0,76.0,137.0,102.0,164.0,266.0,359.0,585.0,944.0,3899960.2577873254,67546.72395273899,654.46,310,310,259,259,0.0,1.0,10,4,Ingeniería en Metalurgia,2171617.269051095,3.465693430656934,15728449.176656445,0.6
Ingeniería en Minas,Tecnología,Institutos Profesionales / Universidades,2,1793843.4752014652,1978356.105897436,2004677.5972039073,2178185.1805006107,2329289.7579975585,719091.2141391941,1021769.6913064714,1424503.5733577532,2360725.4698290597,3877313.1966788764,911718.7003663004,1274070.377008547,1942873.2617948717,2896151.8112087916,4904335.447594628,0.6691086691086691,0.7472771672771673,0.8236385836385836,0.7854700854700855,0.8054700854700854,0.7536385836385837,0.8118315018315018,0.9,0.8336385836385837,0.8145543345543346,0.8081929181929183,0.8436385836385836,8.105518925518925,12.041208791208792,0.6827228327228327,0.5454456654456655,223.0,596.0,819.0,705.0,1505.0,2210.0,2333.0,5211.0,7544.0,2894820.0125874127,124203.46923076923,669.3473440643863,2926,1021,2210,1259,0.33510489510489505,1.0,48,13,Ingeniería en Minas,2178185.1805006107,3.9356898656898665,11856212.668229872,0.5
Ingeniería en Prevención de Riesgos,Tecnología,Institutos Profesionales / Universidades,2,1500740.861756219,1531137.4780696516,1499837.967273632,1528869.9744527363,1573400.1983731342,728661.4001890548,975911.9831641791,1380461.5366965174,1973783.1576318408,2664885.8303681593,722570.6322686566,982411.5022388061,1393308.334721393,1921682.520318408,2578420.7964626863,0.6507412935323383,0.7731990049751243,0.8094278606965175,0.8294278606965173,0.8494278606965173,0.7226268656716417,0.8013134328358208,0.8494278606965173,0.8375422885572139,0.8575422885572138,0.8294278606965173,0.8475422885572139,8.116905472636816,12.019741293532336,0.7018855721393034,0.47451243781094526,930.0,1080.0,2010.0,1375.0,1123.0,2498.0,5359.0,4720.0,10079.0,2681423.3509383076,158206.18653781325,557.65,3731,1324,2467,1140,0.550174176873806,1.0,95,19,Ingeniería en Prevención de Riesgos,1528869.9744527363,3.90283582089552,11040636.122381462,0.6
Ingeniería en Química,Tecnología,Institutos Profesionales / Universidades,2,1133767.28,1296906.255,1440152.66,1565647.16,1589790.955,614802.41,794924.83,1023199.16,1320905.365,1875162.58,917597.415,1190706.28,1475641.115,1938043.44,2342338.125,0.605,0.835,0.8,0.81,0.835,0.77,0.78,0.945,0.83,0.87,0.82,0.88,8.45,12.415,0.72,0.6,123.0,77.0,200.0,94.0,78.0,172.0,420.0,402.0,822.0,4391417.021276596,191264.18439716313,645.66,200,192,172,166,0.010638297872340385,1.0,8,6,Ingeniería en Química,1565647.16,3.965,18745001.09929078,1.0
Ingeniería en Recursos Humanos,Administración y Comercio,Institutos Profesionales / Universidades,2,1160890.4553986331,1256253.633075171,1333844.2639407746,1455854.2068792712,1508510.5129384967,602604.2568792711,717477.2099544419,960725.9446697037,1389595.7864920273,1989191.6889293848,722157.1814350797,958542.4368109339,1337608.03214123,1843526.4781321182,2372371.255854214,0.73,0.8100000000000002,0.8100000000000002,0.78,0.77,0.8100000000000002,0.82,0.86,0.82,0.8100000000000002,0.7881776765375854,0.8281776765375854,8.01,9.66,0.760364464692483,0.63,1031.0,286.0,1317.0,1757.0,425.0,2182.0,6489.0,1734.0,8223.0,2770377.6390262456,71030.0920502092,,2768,1590,2137,1335,0.3825282109800938,1.0,64,10,Ingeniería en Recursos Humanos,1455854.2068792712,1.6500000000000004,11166392.536350323,0.6
