ID,Área,Tipo de institución,Área Carrera Genérica,1er año,2° año,3er año,4° año,5° año,10% inferior 1er año,25% inferior 1er año,Percentil 50 1er año,25% superior 1er año,10% superior 1er año,10% inferior 5° año,25% inferior 5° año,Percentil 50 5° año,25% superior 5° año,10% superior 5° año,Ingresos al 4° año 2020,Ingresos al 4° año 2021,Ingresos al 4° año 2022,Ingresos al 4° año 2023,Ingresos al 4° año 2024,Empleabilidad 1er año,Empleabilidad 2° año,Empleabilidad 1er año - 2020,Empleabilidad 1er año - 2021,Empleabilidad 1er año - 2022,Empleabilidad 1er año - 2023,Empleabilidad 1er año - 2024,Empleabilidad 2° año - 2020,Empleabilidad 2° año - 2021,Empleabilidad 2° año - 2022,Empleabilidad 2° año - 2023,Empleabilidad 2° año - 2024,Titulados Mujeres,Titulados Hombres,Titulados Total,Duración Formal,Duración Real,Matrícula 1er año Mujeres,Matrícula 1er año Hombres,Total Matrícula 1er año,Matrícula Total Mujeres,Matrícula Total Hombres,Matrícula Total,Retención 1er año,Retención 2° año,Municipal y Servicios Locales,Particular Subvencionado,Particular Pagado,Administración Delegada
53,Arte y Arquitectura,Institutos Profesionales,Diseño de Vestuario,814957.66,877750.02,964362.39,1005739.32,1088023.56,569959.79,621283.43,708901.36,900794.34,1133371.96,659942.41,743983.63,920683.25,1156408.53,1733643.48,950563.76,1147255.57,1049852.05,930591.76,1066098.81,0.37,0.48,0.23,0.29,0.42,0.32,0.38,0.4,0.47,0.53,0.51,0.44,193.0,25.0,218.0,7.99,10.17,294.0,105.0,399.0,1278.0,295.0,1573.0,0.76,0.67,0.27,0.58,0.11,0.04
54,Arte y Arquitectura,Institutos Profesionales,Diseño Gráfico,802958.63,860782.63,939420.93,1028445.53,1084982.21,532695.7,600396.61,722323.95,877468.03,1171239.37,566582.21,706987.06,897877.62,1227377.94,1716204.63,1058450.14,1022010.43,1021184.18,1073031.13,983923.57,0.43,0.54,0.41,0.47,0.48,0.45,0.37,0.49,0.6,0.6,0.51,0.53,505.0,352.0,857.0,8.0,10.17,934.0,607.0,1541.0,3781.0,2589.0,6370.0,0.79,0.67,0.31,0.59,0.05,0.05
55,Tecnología,Institutos Profesionales,Diseño Industrial,828271.05,905883.97,985749.88,1092148.69,1168453.41,550994.06,601155.62,751413.54,839199.66,991588.7,651792.28,781960.99,945842.05,1152527.36,1691241.74,1013131.51,1103049.35,1147517.11,1011469.65,1109885.99,0.5,0.62,0.34,0.46,0.57,0.48,0.43,0.5,0.66,0.59,0.66,0.6,54.0,55.0,109.0,8.0,9.48,107.0,69.0,176.0,376.0,334.0,710.0,0.85,0.73,0.25,0.56,0.15,0.04
56,Salud,Institutos Profesionales,Fonoaudiología,834537.66,906054.06,1041222.7,996600.39,1047770.87,541260.72,579621.85,712190.09,1028730.06,1355631.26,596541.13,759762.29,906512.97,1172215.56,1501553.81,,,,,,0.45,0.61,,,,,,,,,,,77.0,12.0,89.0,10.0,13.14,149.0,15.0,164.0,586.0,54.0,640.0,0.63,0.54,0.3,0.66,0.01,0.03
57,Agropecuaria,Institutos Profesionales,Ingeniería Agrícola,953106.42,1028594.17,1091446.62,1175683.83,1244042.03,565017.72,658281.67,830190.93,1092359.22,1528846.57,624185.56,802823.44,1038667.28,1469401.27,1955949.52,1199213.74,1172167.94,1203807.77,1149051.89,1173390.93,0.6,0.68,0.5,0.6,0.65,0.59,0.56,0.64,0.66,0.71,0.68,0.67,427.0,436.0,863.0,8.0,10.32,404.0,503.0,907.0,1874.0,2448.0,4322.0,0.81,0.72,0.36,0.52,0.03,0.09
58,Tecnología,Institutos Profesionales,"Ingeniería en Automatización, Instrumentación y Control",1932362.03,2256570.79,3045029.5,2951834.52,2563818.85,761582.52,1023143.3,1393726.12,2114279.78,4036760.08,1133006.96,1340879.15,2635085.81,4062915.78,4864249.82,,,,,,0.91,0.92,0.94,0.88,0.97,0.9,0.91,0.9,1.0,0.92,0.97,0.9,52.0,662.0,714.0,8.0,10.06,156.0,1282.0,1438.0,441.0,4707.0,5148.0,0.72,0.58,0.43,0.44,0.02,0.11
59,Administración y Comercio,Institutos Profesionales,Ingeniería en Comercio Exterior,1115461.78,1252683.7,1385444.45,1535665.95,1701101.55,640298.84,750392.75,913955.29,1210772.24,1611397.15,768229.2,975953.07,1382665.02,1962140.08,2633156.21,1578911.32,1436511.47,1633616.2,1527078.22,1453448.69,0.82,0.86,0.71,0.82,0.85,0.83,0.78,0.78,0.87,0.89,0.86,0.83,366.0,264.0,630.0,8.02,9.99,1140.0,626.0,1766.0,2915.0,1980.0,4895.0,0.81,0.67,0.28,0.59,0.05,0.07
60,Tecnología,Institutos Profesionales,Ingeniería en Computación e Informática,1440030.29,1636353.36,1812537.35,1993042.48,2122850.94,655882.69,822374.21,1148680.18,1705549.84,2496197.52,914978.47,1272904.1,1888732.21,2607899.34,3535841.91,1861846.95,1939487.4,2036195.46,1977534.0,1966677.61,0.82,0.9,0.84,0.84,0.87,0.83,0.76,0.89,0.89,0.92,0.9,0.87,303.0,1922.0,2225.0,8.01,9.93,1143.0,6155.0,7298.0,3572.0,22973.0,26545.0,0.78,0.66,0.32,0.58,0.04,0.06
61,Tecnología,Institutos Profesionales,Ingeniería en Conectividad y Redes,1320656.07,1432819.16,1528800.86,1787439.51,1942905.69,677003.96,797783.53,1032110.1,1630449.75,2538369.39,816616.77,1159588.22,1582229.48,2265550.96,2900725.49,2000634.19,1816464.17,1907424.3,1700561.2,1720903.12,0.86,0.91,0.85,0.89,0.86,0.88,0.84,0.9,0.9,0.94,0.9,0.91,64.0,641.0,705.0,8.01,9.76,260.0,1692.0,1952.0,653.0,5284.0,5937.0,0.71,0.6,0.31,0.59,0.03,0.07
62,Tecnología,Institutos Profesionales,Ingeniería en Construcción,1077330.05,1205871.78,1304610.96,1445254.7,1547895.33,560414.68,688405.96,905081.42,1188199.82,1584509.6,681365.42,944043.8,1373917.18,1849075.99,2395826.93,1449422.88,1479804.68,1521512.92,1398279.82,1412341.11,0.68,0.74,0.61,0.7,0.73,0.68,0.63,0.71,0.75,0.79,0.74,0.71,287.0,993.0,1280.0,8.07,10.37,318.0,1354.0,1672.0,1357.0,6176.0,7533.0,0.77,0.66,0.36,0.55,0.02,0.07
63,Tecnología,Institutos Profesionales,Ingeniería en Electricidad,1412926.48,1534297.9,1658662.46,1816974.66,1972284.07,691810.54,866459.12,1164776.18,1656381.65,2493705.26,921703.83,1260599.63,1682097.4,2352609.73,3410880.06,1903431.38,1837572.7,1778379.62,1820586.29,1846953.71,0.86,0.89,0.74,0.82,0.87,0.86,0.85,0.85,0.85,0.9,0.91,0.88,85.0,1803.0,1888.0,8.0,10.59,290.0,3639.0,3929.0,864.0,14970.0,15834.0,0.78,0.66,0.39,0.49,0.01,0.11
64,Administración y Comercio,Institutos Profesionales,Ingeniería en Finanzas,1296692.34,1483552.8,1550596.96,1634436.67,1706882.96,611187.26,726012.58,969659.56,1374910.29,1944199.36,791250.0,1146280.62,1659672.28,2048111.24,2501315.5,1811935.28,1817935.99,1659129.42,1603020.46,1650742.93,0.78,0.83,0.78,0.74,0.87,0.78,0.75,0.83,0.86,0.83,0.86,0.8,762.0,424.0,1186.0,8.22,9.83,734.0,596.0,1330.0,2840.0,2349.0,5189.0,0.77,0.67,0.28,0.6,0.04,0.07
65,Ciencias Básicas,Institutos Profesionales,Ingeniería en Geomensura y Cartografía,1432924.63,1447598.0,1573501.76,1648679.6,1769714.5,685806.27,892472.85,1365522.28,1966728.98,2624198.56,788532.94,1242450.99,1578617.25,1995646.0,2551063.15,,,,,,0.8,0.85,0.73,0.78,0.84,0.74,0.82,0.71,0.9,0.87,0.86,0.82,64.0,88.0,152.0,8.0,12.08,18.0,80.0,98.0,205.0,926.0,1131.0,0.64,0.44,0.46,0.49,0.02,0.03
66,Ciencias Sociales,Institutos Profesionales,Ingeniería en Gestión Pública,1505039.84,1581656.79,1635690.62,1722706.02,1789243.66,809821.08,998616.05,1382356.3,1837572.98,2606510.96,897340.98,1284069.25,1611284.18,2191990.03,2781496.25,1743061.49,1686953.94,1660540.75,1737832.46,1766759.42,0.92,0.93,0.92,0.87,0.93,0.93,0.9,0.91,0.94,0.93,0.95,0.91,161.0,82.0,243.0,8.0,9.41,134.0,86.0,220.0,798.0,409.0,1207.0,0.62,0.47,0.49,0.46,0.01,0.03
67,Administración y Comercio,Institutos Profesionales,Ingeniería en Logística,1331773.53,1509472.21,1700169.72,1776994.74,1774257.39,649271.53,799910.76,1060925.23,1461298.79,2233965.49,862079.01,1061409.3,1610583.75,2278491.24,2969420.58,1745473.77,1648092.27,1688094.93,1773759.5,1851412.13,0.85,0.89,0.83,0.87,0.92,0.85,0.81,0.88,0.89,0.91,0.91,0.87,541.0,763.0,1304.0,8.02,9.57,1502.0,1956.0,3458.0,5132.0,7129.0,12261.0,0.79,0.67,0.35,0.55,0.01,0.08
68,Administración y Comercio,Institutos Profesionales,Ingeniería en Marketing,995843.99,1112057.01,1258804.35,1401677.53,1570123.41,571079.32,651734.6,823136.06,1063888.81,1468441.05,659810.1,890866.66,1194608.5,1743474.76,2474365.57,1413954.75,1545669.49,1442879.6,1406290.32,1358733.79,0.62,0.73,0.57,0.63,0.67,0.61,0.58,0.71,0.7,0.78,0.73,0.69,320.0,255.0,575.0,8.0,9.45,1044.0,713.0,1757.0,2704.0,2047.0,4751.0,0.78,0.63,0.24,0.62,0.09,0.04
69,Tecnología,Institutos Profesionales,Ingeniería en Mecánica Automotriz,1133956.45,1274048.46,1388268.45,1499060.51,1584961.95,606006.24,732462.41,969115.79,1310830.47,1739794.87,704120.54,963505.92,1354409.44,1851901.2,2447794.56,1402387.45,1492029.14,1530543.65,1445747.67,1528656.09,0.8,0.84,0.67,0.71,0.82,0.8,0.77,0.75,0.77,0.85,0.84,0.83,105.0,2696.0,2801.0,8.0,10.64,390.0,5284.0,5674.0,1303.0,20767.0,22070.0,0.83,0.71,0.34,0.56,0.03,0.07
70,Tecnología,Institutos Profesionales,Ingeniería en Medio Ambiente,940683.37,1065970.52,1186565.63,1281373.07,1407830.7,592627.35,689287.94,904912.14,1158004.4,1434669.8,696820.47,908464.54,1244361.16,1573345.15,2165575.64,1208213.45,1233301.84,1345077.27,1156504.79,1364017.0,0.6,0.75,0.44,0.59,0.57,0.69,0.55,0.62,0.67,0.82,0.73,0.73,111.0,70.0,181.0,8.0,10.04,80.0,59.0,139.0,445.0,355.0,800.0,0.8,0.72,0.31,0.61,0.04,0.03
71,Tecnología,Institutos Profesionales,Ingeniería en Metalurgia,1694319.15,1929300.02,1858388.58,2190629.93,2262028.19,650266.13,774277.83,1157590.27,1875935.68,4105402.74,840629.45,1243999.21,1755674.82,2660841.52,3983503.46,,,,,,0.82,0.87,0.71,0.78,0.83,0.85,0.77,0.86,0.79,0.81,0.88,0.9,49.0,55.0,104.0,8.0,10.56,83.0,117.0,200.0,287.0,400.0,687.0,0.74,0.65,0.6,0.37,0.02,0.02
72,Tecnología,Institutos Profesionales,Ingeniería en Minas,1565689.13,1719388.91,1838360.93,1985713.61,2113150.66,730698.98,981914.52,1289815.48,2085343.95,3226433.0,817207.4,1204952.69,1755692.05,2666062.54,4223717.82,1931572.45,1854912.65,1826670.72,1972010.14,2202975.4,0.79,0.84,0.64,0.74,0.82,0.76,0.78,0.75,0.79,0.9,0.83,0.8,154.0,367.0,521.0,8.0,11.55,660.0,1384.0,2044.0,2053.0,4439.0,6492.0,0.69,0.56,0.53,0.4,0.02,0.05
73,Tecnología,Institutos Profesionales,Ingeniería en Prevención de Riesgos,1464546.16,1502024.38,1449357.66,1462914.82,1494788.42,690410.68,927129.66,1344623.44,1927735.08,2563422.56,703861.45,942608.3,1339220.96,1833877.75,2489659.07,1335172.62,1392265.5,1427738.54,1426158.15,1583338.5,0.82,0.84,0.63,0.76,0.8,0.82,0.84,0.7,0.79,0.84,0.83,0.85,754.0,877.0,1631.0,8.0,11.62,1326.0,1081.0,2407.0,4567.0,4222.0,8789.0,0.7,0.45,0.45,0.48,0.02,0.05
74,Tecnología,Institutos Profesionales,Ingeniería en Química,1034074.34,1223167.82,1354260.62,1434781.89,1481366.2,611810.89,744396.57,911651.44,1154560.35,1890233.21,860150.64,1118925.18,1433615.15,1765455.29,2163341.68,1292482.72,1335238.08,1385868.73,1342502.69,1512671.99,0.8,0.85,0.66,0.89,0.79,0.77,0.82,0.69,0.85,0.94,0.81,0.8,68.0,32.0,100.0,8.0,11.35,64.0,43.0,107.0,241.0,154.0,395.0,0.79,0.69,0.48,0.46,0.02,0.04
75,Administración y Comercio,Institutos Profesionales,Ingeniería en Recursos Humanos,1166738.32,1261887.96,1336107.09,1456454.78,1507749.62,604158.67,716416.83,960832.21,1395039.25,2004942.4,722278.23,959409.92,1338431.65,1838894.98,2361295.72,1461417.91,1420487.49,1481254.42,1399280.13,1485003.98,0.79,0.83,0.73,0.81,0.81,0.78,0.77,0.81,0.82,0.86,0.82,0.81,1018.0,275.0,1293.0,8.01,9.66,1744.0,411.0,2155.0,6379.0,1682.0,8061.0,0.76,0.63,0.33,0.58,0.01,0.08
76,Tecnología,Institutos Profesionales,Ingeniería en Refrigeración y Climatización,1141275.17,1279455.28,1404119.72,1513091.43,1554698.17,702491.44,786978.66,993913.04,1267946.65,1718344.26,868029.82,1053029.96,1393318.02,1615585.85,1936592.02,1517028.91,1605304.51,1608923.18,1268354.65,1598108.61,0.8,0.86,0.76,0.87,0.73,0.77,0.87,0.8,0.91,0.88,0.88,0.85,0.0,66.0,66.0,8.0,11.44,7.0,50.0,57.0,18.0,189.0,207.0,,,0.27,0.59,0.03,0.11
77,Administración y Comercio,Institutos Profesionales,Ingeniería en Seguridad Privada,1826793.18,1889699.82,1943318.55,2009188.85,2077960.38,1434235.62,1504871.87,1648172.7,2015282.1,2570620.56,1643522.96,1648172.7,1851402.53,2370149.68,2664054.0,,,,,,0.99,0.99,1.0,1.0,1.0,0.99,0.99,0.99,0.99,0.99,1.0,0.99,110.0,641.0,751.0,8.0,8.47,215.0,641.0,856.0,849.0,3191.0,4040.0,0.85,0.71,0.49,0.44,0.01,0.06
78,Tecnología,Institutos Profesionales,Ingeniería en Sonido,863548.88,953874.71,1001510.49,1042136.48,1073751.01,538093.69,598274.98,724693.97,886542.35,1065451.36,676151.99,745731.94,918245.54,1074288.3,1429162.78,948755.12,952896.79,1063897.11,989938.13,1063560.44,0.44,0.56,0.2,0.38,0.39,0.53,0.4,0.39,0.36,0.55,0.52,0.59,15.0,156.0,171.0,8.0,10.01,47.0,504.0,551.0,177.0,1883.0,2060.0,0.79,0.7,0.27,0.59,0.1,0.04
79,Tecnología,Institutos Profesionales,Ingeniería en Telecomunicaciones,1169594.91,1348101.86,1515989.28,1751537.13,1882081.23,627047.78,779634.01,1025424.61,1317498.37,1719628.55,928883.28,1202057.94,1661607.06,2227096.38,2838488.75,1599566.9,1813053.58,1765469.35,1690570.77,1805325.32,0.86,0.89,0.82,0.84,0.88,0.86,0.85,0.84,0.88,0.94,0.89,0.86,28.0,254.0,282.0,8.0,10.89,27.0,227.0,254.0,129.0,1082.0,1211.0,0.8,0.69,0.33,0.53,0.02,0.13
80,Tecnología,Institutos Profesionales,Ingeniería Industrial,3119069.72,3295196.98,3271923.77,2847984.38,2388778.43,1092995.34,1579186.6,2374627.06,3817961.17,6228482.36,910323.53,1616242.06,2590733.96,4015405.96,6356985.49,1695418.18,1859604.42,2066471.48,3043535.15,3242901.9,0.95,0.95,0.91,0.96,0.95,0.95,0.96,0.89,0.93,0.94,0.96,0.95,95.0,798.0,893.0,8.0,9.55,696.0,3443.0,4139.0,1777.0,11093.0,12870.0,0.68,0.54,0.46,0.41,0.01,0.11
81,Tecnología,Institutos Profesionales,Ingeniería Mecánica,1395756.82,1552730.97,1719933.19,1863351.29,1997064.02,688417.96,864921.57,1168280.71,1593887.23,2331712.65,828473.68,1139632.01,1664460.49,2316607.33,3627667.44,1719474.31,1803559.15,1905831.14,1810395.5,1879452.3,0.87,0.91,0.8,0.89,0.9,0.85,0.84,0.82,0.89,0.93,0.9,0.9,48.0,654.0,702.0,8.0,11.26,6.0,79.0,85.0,20.0,544.0,564.0,0.83,0.78,0.4,0.44,0.03,0.13
82,Salud,Institutos Profesionales,Kinesiología,862539.47,950227.24,1144423.95,1218595.56,1241086.7,512326.46,612386.0,754705.48,898038.33,1236844.02,593088.47,798846.0,1105869.77,1474570.6,1828989.23,,,,,,0.43,0.55,0.46,0.76,0.6,0.39,0.29,0.63,0.76,0.79,0.62,0.49,56.0,58.0,114.0,10.0,12.96,205.0,163.0,368.0,817.0,664.0,1481.0,0.78,0.7,0.37,0.55,0.02,0.06
83,Arte y Arquitectura,Institutos Profesionales,"Música, Canto o Danza",966115.24,992771.32,1019150.7,1090633.26,1119417.29,546014.28,597729.59,801413.87,1153157.64,1471645.26,568045.23,691417.55,978591.8,1475428.93,1725481.16,1271902.49,1125196.54,1072498.05,976244.48,1205099.98,0.3,0.38,0.11,0.28,0.28,0.28,0.33,0.28,0.28,0.4,0.35,0.4,64.0,179.0,243.0,8.87,10.66,127.0,175.0,302.0,490.0,1054.0,1544.0,0.72,0.51,0.19,0.51,0.27,0.03
84,Salud,Institutos Profesionales,Nutrición y Dietética,805378.87,944014.28,985142.98,982660.31,1060244.32,567656.68,631371.12,683784.62,881345.83,1139870.18,653064.96,707655.05,952923.3,1199373.67,1732594.95,,,,,,0.37,0.5,0.2,0.54,0.32,0.36,0.4,0.51,0.52,0.72,0.47,0.47,47.0,11.0,58.0,10.0,13.05,89.0,26.0,115.0,481.0,129.0,610.0,0.62,0.5,0.34,0.58,0.01,0.06
85,Educación,Institutos Profesionales,Psicopedagogía,837138.43,900232.17,944482.5,978899.36,1012000.35,575809.07,647473.63,782025.61,951005.54,1165158.32,620621.07,787113.17,1008579.82,1194750.66,1487565.03,1034203.94,979905.14,944127.62,987450.57,1011729.5,0.59,0.65,0.47,0.41,0.59,0.58,0.61,0.62,0.56,0.62,0.65,0.68,1372.0,73.0,1445.0,8.05,9.47,2266.0,241.0,2507.0,9740.0,762.0,10502.0,0.72,0.58,0.45,0.49,0.02,0.05
86,Ciencias Sociales,Institutos Profesionales,Publicidad,784602.97,867521.49,991565.99,1108484.29,1196170.95,555322.37,610954.1,674659.99,804348.44,1001389.03,600964.4,760081.3,966247.91,1255746.89,1757944.48,1113092.95,1144025.81,1159298.25,1077420.7,1049788.23,0.57,0.67,0.37,0.51,0.65,0.54,0.49,0.65,0.64,0.72,0.69,0.64,199.0,136.0,335.0,8.0,9.48,355.0,172.0,527.0,1137.0,658.0,1795.0,0.78,0.67,0.23,0.65,0.09,0.02
87,Ciencias Sociales,Institutos Profesionales,Relaciones Públicas,861085.03,1001854.87,1051028.55,1187901.09,1304326.4,555853.48,643861.22,792755.57,977485.02,1509367.4,681541.78,785110.6,1075473.07,1326329.12,1783324.17,1264865.95,1253137.07,1261922.33,1030884.24,1200507.13,0.49,0.65,0.34,0.58,0.58,0.46,0.43,0.57,0.63,0.68,0.63,0.64,107.0,24.0,131.0,8.0,9.55,116.0,30.0,146.0,565.0,160.0,725.0,0.78,0.68,0.26,0.57,0.15,0.02
88,Agropecuaria,Institutos Profesionales,Técnico Agropecuario,871738.0,904757.73,970997.64,1014235.02,996363.73,579602.32,664077.75,800817.88,1050199.35,1367612.5,626630.53,732144.24,939090.32,1223117.77,1443771.19,924052.76,934068.65,971258.62,1009236.12,1068044.35,0.55,0.65,0.53,0.61,0.65,0.47,0.52,0.56,0.68,0.68,0.71,0.56,96.0,154.0,250.0,5.0,6.73,87.0,140.0,227.0,243.0,421.0,664.0,0.74,,0.34,0.56,0.02,0.08
89,Educación,Institutos Profesionales,Técnico Asistente del Educador de Párvulos,678226.51,690970.77,705792.31,727928.32,747570.33,535447.6,576441.45,658905.61,791926.69,906633.33,551808.52,620329.45,736994.16,824101.45,920757.32,720971.92,735194.59,720730.65,714695.9,752524.01,0.47,0.54,0.48,0.4,0.48,0.49,0.44,0.62,0.56,0.53,0.53,0.55,2547.0,6.0,2553.0,4.67,5.64,3933.0,31.0,3964.0,9908.0,46.0,9954.0,0.7,,0.46,0.47,0.02,0.04
90,Educación,Institutos Profesionales,Técnico Asistente del Educador Diferencial,667473.49,673712.44,687290.87,696776.7,734138.62,530621.15,560890.87,632725.44,752479.46,939952.51,547428.25,589712.3,658497.59,803245.51,1022523.5,682242.76,706365.69,647904.49,709363.98,724999.53,0.45,0.51,0.39,0.33,0.46,0.45,0.43,0.48,0.49,0.47,0.53,0.52,1060.0,33.0,1093.0,4.68,5.74,1656.0,69.0,1725.0,4312.0,161.0,4473.0,0.67,,0.49,0.45,0.01,0.05
91,Salud,Institutos Profesionales,Técnico Dental y Asistente de Odontología,670625.41,702075.6,724000.48,757884.57,779340.08,543333.97,583694.4,657972.47,727896.46,855455.63,576799.97,650498.58,764421.44,895051.27,1069594.87,696513.32,748552.01,751741.18,745424.69,779677.12,0.58,0.62,0.33,0.61,0.64,0.54,0.53,0.43,0.61,0.69,0.61,0.56,929.0,132.0,1061.0,4.97,5.69,913.0,167.0,1080.0,2805.0,500.0,3305.0,0.78,,0.36,0.58,0.01,0.05
92,Administración y Comercio,Institutos Profesionales,Técnico en Administración de Empresas,1253495.33,1261680.8,1274264.66,1311528.33,1317537.06,625416.57,779266.78,1054045.14,1490124.82,2113492.4,649597.08,826142.02,1122751.88,1593953.08,2290099.4,1254833.63,1241713.4,1277028.9,1310216.99,1353295.65,0.76,0.77,0.69,0.74,0.75,0.76,0.78,0.72,0.74,0.78,0.76,0.76,2643.0,1313.0,3956.0,4.84,6.02,3152.0,1779.0,4931.0,7957.0,4388.0,12346.0,0.67,,0.41,0.5,0.05,0.04
93,Administración y Comercio,Institutos Profesionales,Técnico en Administración de Recursos Humanos y Personal,1072250.64,1064236.4,1102589.13,1160183.12,1215486.75,624218.44,736336.02,957560.95,1360332.91,1924339.69,638982.82,818993.77,1048343.3,1410054.62,1874311.94,1163305.14,1130239.57,1183068.1,1125003.49,1166754.09,0.72,0.76,0.64,0.68,0.73,0.72,0.71,0.68,0.71,0.76,0.76,0.77,529.0,134.0,663.0,4.94,6.45,577.0,120.0,697.0,1623.0,381.0,2004.0,0.68,,0.43,0.5,0.02,0.05
94,Tecnología,Institutos Profesionales,Técnico en Administración de Redes y Soporte,1428586.52,1344987.17,1269000.18,1256914.14,1275604.59,702578.48,914993.94,1238497.64,1847982.75,2798557.36,665775.51,815657.16,1073077.69,1486041.31,1998440.43,1203290.98,1138343.15,1180945.98,1201541.6,1431821.39,0.87,0.85,0.69,0.81,0.86,0.87,0.89,0.76,0.78,0.89,0.83,0.84,20.0,206.0,226.0,4.57,5.95,105.0,681.0,786.0,240.0,1603.0,1843.0,0.59,,0.37,0.53,0.05,0.05
95,Administración y Comercio,Institutos Profesionales,Técnico en Administración Financiera y Finanzas,1142852.32,1166196.62,1251267.14,1328102.15,1405634.51,651292.38,792381.49,1101577.28,1516577.97,2062042.43,690867.63,889794.12,1235779.17,1742696.83,2418068.62,1361607.03,1371365.9,1289007.83,1339561.88,1359103.45,0.68,0.73,0.64,0.65,0.67,0.68,0.71,0.69,0.72,0.77,0.7,0.73,217.0,158.0,375.0,4.91,7.08,32.0,33.0,65.0,124.0,106.0,230.0,0.79,,0.33,0.52,0.06,0.09
96,Ciencias Sociales,Institutos Profesionales,Técnico en Administración Pública o Municipal,1186687.61,1237705.77,1319696.7,1393302.78,1483963.18,650800.22,793071.9,1049916.22,1393070.27,1894080.54,833116.27,1050420.95,1314717.09,1621545.2,1995338.91,1717793.12,1569350.76,1368861.37,1330848.0,1468247.73,0.83,0.88,0.95,0.9,0.86,0.81,0.83,0.98,0.97,0.95,0.9,0.83,409.0,253.0,662.0,4.7,6.06,512.0,282.0,794.0,1298.0,684.0,1982.0,0.65,,0.47,0.47,0.02,0.04
97,Tecnología,Institutos Profesionales,Técnico en Alimentos,813428.57,879874.03,930326.11,994951.72,1011435.49,579310.52,661546.1,760733.51,812234.21,935128.88,555422.51,692334.26,916699.99,1065664.12,1401017.49,,,,,,0.63,0.73,0.51,0.56,0.67,0.61,0.57,0.74,0.67,0.71,0.75,0.72,20.0,6.0,26.0,,,22.0,5.0,27.0,60.0,22.0,82.0,0.76,,0.38,0.6,0.0,0.03
98,Administración y Comercio,Institutos Profesionales,Técnico en Comercio Exterior,1087014.05,1155990.51,1186897.66,1206806.44,1279362.56,605981.8,726116.59,933060.02,1262423.73,1697121.71,663181.62,854966.33,1082405.47,1415283.25,1785442.96,1245849.83,1258790.72,1249420.72,1136408.28,1213898.18,0.78,0.83,0.67,0.79,0.84,0.75,0.76,0.78,0.73,0.85,0.82,0.8,215.0,161.0,376.0,4.75,6.16,377.0,271.0,648.0,787.0,684.0,1471.0,0.71,,0.31,0.59,0.05,0.05
99,Tecnología,Institutos Profesionales,Técnico en Computación e Informática,1279538.01,1405140.56,1532527.69,1596834.67,1678572.2,630112.73,768771.91,1036291.6,1455330.83,2112876.02,692922.68,912857.3,1373915.6,2066782.98,3031824.1,1399843.7,1515127.69,1580868.1,1560084.51,1662981.88,0.74,0.81,0.71,0.76,0.76,0.76,0.7,0.75,0.82,0.84,0.81,0.79,262.0,1516.0,1778.0,4.9,6.41,582.0,2393.0,2975.0,1516.0,6864.0,8380.0,0.69,,0.31,0.58,0.06,0.04
100,Arte y Arquitectura,Institutos Profesionales,Técnico en Comunicación Audiovisual,840692.78,865594.86,871515.9,929647.74,923031.61,543746.3,603854.2,735667.32,981384.03,1520230.47,559692.8,650508.69,805160.44,1024502.41,1261850.51,872096.11,853004.47,977556.51,827188.49,973318.83,0.42,0.48,0.27,0.44,0.45,0.37,0.42,0.44,0.42,0.56,0.45,0.45,44.0,115.0,159.0,4.99,6.41,57.0,155.0,212.0,154.0,432.0,586.0,0.72,,0.25,0.57,0.14,0.04
101,Tecnología,Institutos Profesionales,Técnico en Construcción y Obras Civiles,1153411.16,1189421.0,1190435.53,1219046.28,1266828.11,600240.05,732825.24,986828.01,1379130.82,1980692.17,603211.46,755887.54,1059422.82,1492413.08,2023091.56,1108782.78,1250735.85,1224227.18,1159515.87,1285207.28,0.68,0.7,0.54,0.68,0.71,0.68,0.64,0.6,0.66,0.72,0.7,0.66,198.0,1001.0,1199.0,4.88,6.43,227.0,1700.0,1927.0,500.0,3839.0,4339.0,0.61,,0.42,0.48,0.02,0.07
102,Administración y Comercio,Institutos Profesionales,Técnico en Contabilidad General,1170321.63,1192039.24,1252253.6,1321030.36,1396999.75,600207.0,733802.44,942115.79,1270136.66,1948188.67,668522.82,843800.3,1143800.36,1601552.99,2214721.06,1257782.58,1386303.51,1341287.25,1291388.8,1329231.22,0.71,0.78,0.66,0.69,0.71,0.72,0.71,0.73,0.73,0.8,0.79,0.77,1182.0,521.0,1703.0,4.85,6.49,1242.0,596.0,1838.0,3264.0,1499.0,4763.0,0.69,,0.4,0.52,0.03,0.06
103,Educación,Institutos Profesionales,"Técnico en Deporte, Recreación y Preparación Física",907603.22,891661.06,895023.0,936552.85,965468.01,549661.68,637342.42,767136.17,999957.11,1433516.86,574031.21,651421.27,823740.79,1105486.41,1538399.07,889388.79,916863.73,902289.3,976963.85,920602.89,0.4,0.46,0.28,0.33,0.43,0.4,0.38,0.33,0.44,0.43,0.46,0.47,171.0,621.0,792.0,5.02,6.19,328.0,1311.0,1639.0,846.0,3250.0,4096.0,0.72,,0.32,0.59,0.04,0.04
