Código único de carrera,Código institución,Área del conocimiento,Tipo de institución,Nombre institución,Nombre carrera,Región,Jornada,Sede,Duración Formal (semestres),Nivel carrera,Matrícula Total Femenina 2025,Matrícula Total Masculina 2025,Matrícula Total 2025,Matrícula 1er año Femenina 2025,Matrícula 1er año Masculina 2025,Matrícula 1er año Total 2025,Porcentaje Municipal,Porcentaje Subvencionado,Porcentaje Pagado,Porcentaje Admin Delegada,Titulación Femenina 2024,Titlación Masculina 2024,Titulación Total 2024,Promedio PAES 2025 de Matrícula 1er año 2025,Vacantes 1er semestre,NEM,Ranking,PAES Lenguaje,PAES Matemáticas,PAES Matemáticas 2,PAES Historia,PAES Ciencias,Otros,Área Carrera Genérica,arancel_unidad_original,arancel_valor,titulacion_unidad_original,titulacion_valor,acreditada,anios_acreditacion,Dirección Sede Central,Página web,Empleabilidad 1er año,Empleabilidad 2° año,ingreso_4to_anio_valor,Retención 1er año,Duración Real (semestres),% titulados con continuidad de estudios,Empleabilidad 1er año_relleno_agregado,Empleabilidad 2° año_relleno_agregado,Retención 1er año_relleno_agregado,ingreso_4to_anio_valor_relleno_agregado,Duración Real (semestres)_relleno_agregado
I2S1C1J1V1,2,Administración y Comercio,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA COMERCIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,448,536,984,110,128,238,0.15,0.63,0.17,0.05,52,60,112,613.12,175,10.0,30.0,10.0,40.0,0.0,10.0,10.0,0.0,Ingeniería Comercial,CLP,7400000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.67,0.84,1950000.0,0.75,11.61,0.0,False,False,False,False,False
I2S1C220J1V2,2,Administración y Comercio,Universidades,UNIVERSIDAD FINIS TERRAE,CONTADOR AUDITOR,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),9,Profesional,61,48,109,33,16,49,0.17,0.61,0.01,0.2,0,0,0,574.97,45,10.0,30.0,15.0,35.0,0.0,10.0,10.0,0.0,Contador Auditor,CLP,4760000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.85,0.9,1687026.29,0.79,9.09,0.06,False,True,False,True,False
I2S1C221J1V1,2,Tecnología,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA CIVIL INDUSTRIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,133,209,342,39,43,82,0.16,0.71,0.09,0.04,19,21,40,648.03,70,10.0,30.0,10.0,35.0,5.0,0.0,10.0,0.0,Ingeniería Civil Industrial,CLP,7080000,CLP,438109,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.83,0.92,2840993.38,0.89,13.35,0.02,False,False,False,True,False
I2S1C222J1V1,2,Tecnología,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA CIVIL INFORMATICA Y TELECOMUNICACIONES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,56,349,405,16,105,121,0.19,0.69,0.08,0.05,1,22,23,624.87,100,10.0,30.0,10.0,35.0,5.0,0.0,10.0,0.0,Ingeniería Civil en Computación e Informática,CLP,7080000,CLP,509243,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.88,0.94,2683432.45,0.84,14.12,,True,True,True,True,True
I2S1C224J1V1,2,Administración y Comercio,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA EN INFORMACION Y CONTROL DE GESTION,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),9,Profesional,87,100,187,27,24,51,0.22,0.61,0.08,0.09,14,12,26,605.7,38,10.0,30.0,15.0,35.0,0.0,10.0,10.0,0.0,Ingeniería en Control de Gestión,CLP,5180000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.75,0.9,2063776.95,0.81,10.0,0.0,False,False,False,True,False
I2S1C23J1V2,2,Educación,Universidades,UNIVERSIDAD FINIS TERRAE,PROGRAMA DE FORMACION PEDAGOGICA EN EDUCACION MEDIA PARA LICENCIADOS Y PROFESIONALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),3,Profesional,31,11,42,0,0,0,0.26,0.41,0.33,0.0,8,10,18,,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Programas de Formación Pedagógica,CLP,4510000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.84,0.87,1430797.3,,,,True,True,True,True,True
I2S1C26J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,LICENCIATURA EN ARTES VISUALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),8,Profesional,238,48,286,62,9,71,0.17,0.53,0.28,0.02,39,8,47,573.07,70,20.0,20.0,25.0,25.0,0.0,10.0,10.0,0.0,Artes y Licenciatura en Artes,CLP,5980000,CLP,371289,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.12,0.28,1050000.0,0.92,8.81,0.16,False,False,False,False,False
I2S1C27J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,LICENCIATURA EN HISTORIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),8,Profesional,27,36,63,4,6,10,0.1,0.65,0.18,0.08,3,5,8,,20,10.0,20.0,25.0,10.0,0.0,35.0,0.0,0.0,Historia,CLP,5480000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I2S1C296J1V1,2,Administración y Comercio,Universidades,UNIVERSIDAD FINIS TERRAE,DIRECCION Y GESTION DE ARTES CULINARIAS,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),8,Profesional,116,69,185,33,22,55,0.17,0.54,0.28,0.01,15,5,20,700.76,35,10.0,30.0,20.0,30.0,0.0,10.0,10.0,0.0,Administración Gastronómica,CLP,7090000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I2S1C2J1V2,2,Derecho,Universidades,UNIVERSIDAD FINIS TERRAE,DERECHO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,338,241,579,142,98,240,0.17,0.69,0.12,0.02,0,0,0,618.62,225,20.0,20.0,30.0,10.0,0.0,20.0,0.0,0.0,Derecho,CLP,7650000,CLP,430907,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.8,0.8,2150000.0,0.74,17.33,0.05,False,False,False,False,False
I2S1C306J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,PSICOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,454,138,592,96,32,128,0.19,0.61,0.18,0.02,63,20,83,644.1,115,20.0,30.0,20.0,20.0,0.0,10.0,10.0,0.0,Psicología,CLP,7650000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.67,0.83,1303330.58,0.95,11.0,0.02,False,False,False,True,False
I2S1C307J1V2,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,PUBLICIDAD,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),9,Profesional,315,137,452,82,30,112,0.16,0.68,0.15,0.02,21,23,44,571.77,70,10.0,25.0,45.0,10.0,0.0,10.0,10.0,0.0,Publicidad,CLP,6760000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.71,0.85,1480917.69,0.89,9.45,0.03,False,False,False,True,False
I2S1C3J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,ARQUITECTURA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),11,Profesional,238,210,448,50,42,92,0.19,0.62,0.16,0.03,19,13,32,631.97,85,15.0,25.0,20.0,30.0,0.0,10.0,10.0,0.0,Arquitectura,CLP,7590000,CLP,373415,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.52,0.61,1493344.75,0.9,12.12,0.01,False,False,False,True,False
I2S1C4J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,DISEÑO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),9,Profesional,300,74,374,73,14,87,0.15,0.56,0.27,0.02,30,4,34,588.65,80,15.0,25.0,25.0,25.0,0.0,10.0,10.0,0.0,Diseño,CLP,7320000,CLP,371289,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.45,0.64,1150000.0,0.79,10.09,0.0,False,False,False,False,False
I2S1C525J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,ACTUACION Y CREACION TEATRAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),8,Profesional,56,10,66,20,4,24,0.14,0.51,0.34,0.02,0,0,0,,24,10.0,10.0,10.0,10.0,0.0,10.0,10.0,50.0,Actuación y Teatro,CLP,6660000,CLP,371289,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.27,0.33,1051852.35,0.81,11.48,,True,True,True,True,True
I2S1C580J1V1,2,Tecnología,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA CIVIL EN INTELIGENCIA ARTIFICIAL Y REALIDAD VIRTUAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,22,59,81,10,27,37,0.27,0.57,0.16,0.0,0,0,0,635.05,35,10.0,30.0,10.0,35.0,5.0,0.0,10.0,0.0,Otras Ingenierías Civiles,CLP,7080000,CLP,509243,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I2S1C5J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,PERIODISMO Y COMUNICACION,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),9,Profesional,180,185,365,43,31,74,0.2,0.64,0.14,0.03,23,25,48,554.71,65,10.0,30.0,40.0,10.0,0.0,10.0,10.0,0.0,Periodismo,CLP,6760000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.61,0.8,1350000.0,0.81,11.81,0.02,False,False,False,False,False
I2S1C607J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,DISEÑO DE MODA Y MANAGEMENT,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),9,Profesional,55,11,66,54,11,65,0.23,0.52,0.2,0.05,0,0,0,621.67,35,10.0,20.0,25.0,35.0,0.0,10.0,10.0,0.0,Diseño de Vestuario,CLP,7320000,CLP,371289,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I2S1C608J1V1,2,Tecnología,Universidades,UNIVERSIDAD FINIS TERRAE,INGENIERIA CIVIL BIOMEDICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,35,16,51,34,15,49,0.24,0.59,0.12,0.04,0,0,0,704.67,35,10.0,30.0,10.0,35.0,5.0,0.0,10.0,0.0,Ingeniería Civil en Biomédica,CLP,7080000,CLP,438109,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.94,0.91,1883450.81,0.71,13.86,,True,True,True,True,True
I2S1C654J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,"BACHILLERATO EN ARTES, ARQUITECTURA Y DISEÑO",Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),4,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,10.0,30.0,25.0,25.0,0.0,10.0,0.0,0.0,Artes y Licenciatura en Artes,CLP,7200000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.12,0.28,1050000.0,0.92,8.81,0.16,False,False,False,False,False
I2S1C655J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,BACHILLERATO EN CIENCIAS SOCIALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),4,Profesional,0,0,0,0,0,0,,,,,0,0,0,,10,10.0,35.0,20.0,20.0,0.0,15.0,15.0,0.0,Bachillerato y/o Licenciatura en Ciencias Sociales,CLP,5600000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I2S1C656J1V1,2,Humanidades,Universidades,UNIVERSIDAD FINIS TERRAE,BACHILLERATO EN HUMANIDADES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),4,Profesional,0,0,0,0,0,0,,,,,0,0,0,,30,10.0,35.0,30.0,10.0,0.0,15.0,0.0,0.0,Bachillerato y/o Licenciatura en Humanidades,CLP,5600000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I2S1C657J1V1,2,Salud,Universidades,UNIVERSIDAD FINIS TERRAE,BACHILLERATO EN MEDICINA Y CIENCIAS BIOMEDICAS,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),2,Profesional,0,0,0,0,0,0,,,,,0,0,0,,40,10.0,20.0,20.0,30.0,0.0,0.0,20.0,0.0,Medicina,CLP,9000000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.91,0.9,3500000.0,0.98,14.95,0.12,False,False,False,False,False
I2S1C658J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,CIENCIA POLITICA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,10.0,35.0,20.0,20.0,0.0,15.0,15.0,0.0,Ciencias Políticas,CLP,6000000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.58,0.76,1564680.25,0.81,11.37,,True,True,True,True,True
I2S1C659J1V1,2,Ciencias Sociales,Universidades,UNIVERSIDAD FINIS TERRAE,SOCIOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,10.0,35.0,20.0,20.0,0.0,15.0,15.0,0.0,Sociología,CLP,5600000,CLP,364000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,0.62,0.75,1417499.73,0.74,12.99,,True,True,True,True,True
I2S1C669J1V1,2,Administración y Comercio,Universidades,UNIVERSIDAD FINIS TERRAE,DIRECCION EDITORIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),2,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otros Profesionales de Administración y Comercio,CLP,4110000,CLP,36000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I2S1C670J1V1,2,Humanidades,Universidades,UNIVERSIDAD FINIS TERRAE,GESTION CULTURAL Y PATRIMONIO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),2,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otros Profesionales de Humanidades,CLP,4740000,CLP,36000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I2S1C673J1V1,2,Arte y Arquitectura,Universidades,UNIVERSIDAD FINIS TERRAE,PRODUCCION EN PROYECTOS Y PROCESOS ARTISTICOS CONTEMPORANEOS,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),2,Profesional,0,0,0,0,0,0,,,,,0,0,0,,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otros Profesionales de Arte y Arquitectura,CLP,4740000,CLP,36000,True,5,"Av. Pedro de Valdivia Nº 1509 - Providencia, Santiago",www.finisterrae.cl,,,,,,,True,True,True,True,True
I3S1C10J1V1,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA CIVIL INDUSTRIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),11,Profesional,485,1106,1591,113,180,293,0.19,0.67,0.13,0.01,60,115,175,737.32,260,10.0,30.0,10.0,35.0,5.0,10.0,10.0,0.0,Ingeniería Civil Industrial,CLP,7750000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.9,0.94,2250000.0,0.94,13.5,0.01,False,False,False,False,False
I3S1C11J1V1,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA CIVIL EN INFORMATICA Y TELECOMUNICACIONES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),11,Profesional,113,840,953,22,159,181,0.21,0.59,0.17,0.02,2,73,75,758.41,170,10.0,30.0,10.0,35.0,5.0,10.0,10.0,0.0,Ingeniería Civil en Computación e Informática,CLP,7750000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.93,0.96,2750000.0,0.91,13.61,0.0,False,False,False,False,False
I3S1C126J1V2,3,Arte y Arquitectura,Universidades,UNIVERSIDAD DIEGO PORTALES,ARTES VISUALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),8,Profesional,178,52,231,49,15,64,0.19,0.58,0.21,0.02,24,7,31,609.95,59,10.0,30.0,30.0,20.0,0.0,10.0,10.0,0.0,Artes y Licenciatura en Artes,CLP,5557000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.33,0.44,1036736.82,0.79,10.03,0.07,False,True,False,True,False
I3S1C127J2V2,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA EN INDUSTRIA Y LOGISTICA,Metropolitana,Vespertina,CASA CENTRAL (SANTIAGO),8,Profesional,32,66,98,4,14,18,0.23,0.69,0.02,0.06,6,14,20,,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería Industrial,CLP,4409000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.89,0.86,2471354.64,0.68,12.66,0.06,False,False,True,True,True
I3S1C12J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,PSICOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,841,386,1227,145,66,211,0.14,0.41,0.44,0.01,122,60,182,800.24,206,10.0,20.0,35.0,25.0,0.0,10.0,10.0,0.0,Psicología,CLP,8089000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.69,0.78,1350000.0,0.95,12.01,0.05,False,False,False,False,False
I3S1C13J1V1,3,Ciencias Sociales,Universidades,UNIVERSIDAD DIEGO PORTALES,PUBLICIDAD,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),8,Profesional,327,173,500,100,38,138,0.17,0.63,0.18,0.02,83,62,145,661.88,140,10.0,30.0,40.0,10.0,0.0,10.0,10.0,0.0,Publicidad,CLP,6993000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.78,0.86,1450000.0,0.92,8.99,0.03,False,False,False,False,False
I3S1C151J1V1,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN LENGUA CASTELLANA Y COMUNICACION,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),2,Profesional,20,13,33,0,0,0,0.28,0.5,0.19,0.03,17,13,30,,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pedagogía en Lenguaje, Comunicación y/o Castellano",CLP,4734000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.88,0.86,1200218.04,0.87,11.33,0.04,False,False,True,True,True
I3S1C152J1V1,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN HISTORIA Y CIENCIAS SOCIALES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),2,Profesional,9,25,34,0,0,0,0.31,0.5,0.19,0.0,14,17,31,,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pedagogía en Historia, Geografía y Ciencias Sociales",CLP,4734000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.82,0.84,1129321.06,0.85,11.77,0.09,False,False,True,True,True
I3S1C153J2V2,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA EN INFORMATICA Y GESTION,Metropolitana,Vespertina,CASA CENTRAL (SANTIAGO),8,Profesional,17,106,123,4,18,22,0.24,0.62,0.06,0.08,3,20,23,,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ingeniería en Computación e Informática,CLP,4409000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.9,0.89,2151896.84,0.83,12.27,0.01,False,True,False,True,True
I3S1C155J1V1,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA EN CONTROL DE GESTION,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,229,212,441,55,55,110,0.24,0.62,0.11,0.04,35,43,78,672.09,105,10.0,35.0,10.0,35.0,0.0,10.0,10.0,0.0,Ingeniería en Control de Gestión,CLP,5557000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.88,0.95,1850000.0,0.77,11.92,0.03,False,False,False,False,False
I3S1C158J2V2,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA EN ADMINISTRACION DE EMPRESAS,Metropolitana,Vespertina,CASA CENTRAL (SANTIAGO),8,Profesional,92,66,158,18,14,32,0.18,0.69,0.07,0.06,20,12,32,,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Administración de Empresas e Ing. Asociadas,CLP,4409000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.83,0.84,1750000.0,0.72,11.56,0.04,False,False,False,False,False
I3S1C1J1V1,3,Derecho,Universidades,UNIVERSIDAD DIEGO PORTALES,DERECHO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,835,733,1568,134,134,268,0.15,0.49,0.35,0.01,101,82,183,781.7,261,10.0,20.0,40.0,20.0,0.0,10.0,10.0,0.0,Derecho,CLP,8049000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.79,0.89,2150000.0,0.95,14.39,0.01,False,False,False,False,False
I3S1C2J1V1,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA COMERCIAL,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,645,1095,1740,160,217,377,0.16,0.59,0.23,0.02,89,147,236,686.98,375,10.0,35.0,10.0,35.0,0.0,10.0,10.0,0.0,Ingeniería Comercial,CLP,7750000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.81,0.89,2050000.0,0.9,12.58,0.05,False,False,False,False,False
I3S1C300J1V1,3,Tecnología,Universidades,UNIVERSIDAD DIEGO PORTALES,INGENIERIA CIVIL PLAN COMUN,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),2,Profesional,36,144,180,34,134,168,0.18,0.69,0.12,0.01,0,0,0,708.37,150,10.0,30.0,10.0,35.0,5.0,10.0,10.0,0.0,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",CLP,7750000,CLP,0,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.86,0.91,2260842.01,0.87,15.62,,True,True,True,True,True
I3S1C310J1V1,3,Salud,Universidades,UNIVERSIDAD DIEGO PORTALES,OBSTETRICIA Y NEONATOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,269,10,279,60,0,60,0.21,0.69,0.1,0.0,46,2,48,773.01,59,10.0,20.0,25.0,35.0,0.0,0.0,10.0,0.0,Obstetricia y Puericultura,CLP,6863000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.81,0.89,1750000.0,0.96,11.64,0.0,False,False,False,False,False
I3S1C331J1V1,3,Salud,Universidades,UNIVERSIDAD DIEGO PORTALES,KINESIOLOGIA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,219,233,452,37,55,92,0.25,0.65,0.08,0.02,45,35,80,672.8,91,10.0,20.0,25.0,35.0,0.0,0.0,10.0,0.0,Kinesiología,CLP,6766000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.54,0.72,1406890.62,0.93,11.44,0.02,False,False,False,True,False
I3S1C333J1V2,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN EDUCACION DIFERENCIAL CON MENCION EN DESARROLLO COGNITIVO,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,68,5,73,65,5,70,0.18,0.73,0.05,0.04,0,0,0,594.82,62,10.0,40.0,20.0,20.0,0.0,10.0,10.0,0.0,Pedagogía en Educación Diferencial,CLP,4734000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.98,0.94,1150000.0,0.83,9.36,0.04,False,False,False,False,False
I3S1C355J1V2,3,Educación,Universidades,UNIVERSIDAD DIEGO PORTALES,PEDAGOGIA EN INGLES,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),10,Profesional,139,75,214,64,41,105,0.25,0.65,0.06,0.04,0,0,0,632.75,85,10.0,30.0,30.0,20.0,0.0,10.0,10.0,0.0,Pedagogía en Idiomas,CLP,4920000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.83,0.86,1074271.39,0.91,11.52,0.01,False,False,False,True,False
I3S1C407J2V1,3,Administración y Comercio,Universidades,UNIVERSIDAD DIEGO PORTALES,CONTADOR AUDITOR,Metropolitana,Vespertina,CASA CENTRAL (SANTIAGO),8,Profesional,83,68,151,12,11,23,0.21,0.67,0.03,0.09,33,15,48,,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Contador Auditor,CLP,4409000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.91,0.93,1750000.0,0.83,11.61,0.04,False,False,False,False,False
I3S1C41J1V1,3,Arte y Arquitectura,Universidades,UNIVERSIDAD DIEGO PORTALES,ARQUITECTURA,Metropolitana,Diurna,CASA CENTRAL (SANTIAGO),11,Profesional,440,363,803,91,54,145,0.14,0.58,0.27,0.01,49,44,93,718.01,150,10.0,30.0,20.0,30.0,0.0,10.0,10.0,0.0,Arquitectura,CLP,7597000,CLP,318000,True,6,"Av. Manuel Rodríguez Sur Nº 415, Santiago",www.udp.cl,0.58,0.74,1350000.0,0.9,14.66,0.01,False,False,False,False,False
